,sigla,prerrequisitos,relacion_prerreq_rest,restricciones,equivalencias
1070,MEB203B,(BIO135F y BIO140A) o BIO135C,No tiene,No tiene,(MEB203 o MEB203C o MED821)
1071,MEB174,No tiene,No tiene,No tiene,No tiene
1072,MEB158,No tiene,No tiene,No tiene,No tiene
1073,MDO4509,No tiene,No tiene, (Nivel = Doctorado),No tiene
1074,MDO4507,No tiene,No tiene, (Nivel = Doctorado),No tiene
1075,MDO4505,No tiene,No tiene, ((Programa = Doct Ciencias Medica) o (Programa = Mag Inves Cs Salud)),No tiene
1076,MDO4506,MDO4505,y, (Nivel = Doctorado),No tiene
1077,MDO4504,No tiene,No tiene,No tiene,No tiene
1078,MDO4080,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1079,MDO4081,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1080,MDO4502,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1081,MDO4070,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1082,MDO4061,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1083,MDO4060,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1084,MDO4042,No tiene,No tiene, (Programa = Doct Ciencias Medica),(MDO4002)
1085,MDO4050,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1086,MDO4041,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1087,MDO4025,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1088,MDO3031,No tiene,No tiene, (Programa = Doct Ciencias Medica),No tiene
1089,MDN1020,No tiene,No tiene,No tiene,No tiene
1090,MDO4021,MDO4010 y MDO4015 y MDO3031 y MDO4025 y MDO4028 y MDO4502,y, (Programa = Doct Ciencias Medica),No tiene
1091,MDN1000,No tiene,No tiene,No tiene,No tiene
1092,MDE1020,No tiene,No tiene,No tiene,No tiene
1093,MDE1040,No tiene,No tiene,No tiene,No tiene
1094,MDA3020,No tiene,No tiene,No tiene,No tiene
1095,MDE1000,No tiene,No tiene,No tiene,No tiene
1096,MDA3000,No tiene,No tiene,No tiene,No tiene
1097,MCV1020,No tiene,No tiene,No tiene,No tiene
1098,MCV1000,No tiene,No tiene,No tiene,No tiene
1099,MCS3202,MCS3201,y, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1100,MCS3201,MCS3010,y, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1101,MCS3101,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1102,MCS3021,MCS3020,y, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1103,MCS3020,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1104,MCR1020,No tiene,No tiene,No tiene,No tiene
1105,MCR1000,No tiene,No tiene,No tiene,No tiene
1106,MCS3010,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
1107,MCP1020,No tiene,No tiene,No tiene,No tiene
1108,MCP1000,No tiene,No tiene,No tiene,No tiene
1109,MCO1020,No tiene,No tiene,No tiene,No tiene
1110,MCO1000,No tiene,No tiene,No tiene,No tiene
1111,MCI1020,No tiene,No tiene,No tiene,No tiene
1112,MCD1020,No tiene,No tiene,No tiene,No tiene
1113,MCI1000,No tiene,No tiene,No tiene,No tiene
1114,MCD1000,No tiene,No tiene,No tiene,No tiene
1115,MCC3022,No tiene,No tiene,No tiene,No tiene
1116,MCC3000,No tiene,No tiene,No tiene,No tiene
1117,MCA1020,No tiene,No tiene,No tiene,No tiene
1118,MCA1000,No tiene,No tiene,No tiene,No tiene
1119,MAS3015,No tiene,No tiene, (Programa = Mag Admin Salud),No tiene
1120,MAR3020,No tiene,No tiene,No tiene,No tiene
1121,MAR3000,No tiene,No tiene,No tiene,No tiene
1122,MAP1040,No tiene,No tiene,No tiene,No tiene
1123,MAP1020,No tiene,No tiene,No tiene,No tiene
1124,MAP1000,No tiene,No tiene,No tiene,No tiene
1125,MAI3020,No tiene,No tiene,No tiene,No tiene
1126,MAI3000,No tiene,No tiene,No tiene,No tiene
1127,MAF3000,No tiene,No tiene, ((Programa = Mag En Fisica) o (Programa = Doct En Fisica) o (Programa = Mag Fisica Medica) o (Programa = Mag Fis Med Mencion) o (Programa = Mg Fis Med)),No tiene
1128,MAC1020,No tiene,No tiene,No tiene,No tiene
1129,MAE1000,No tiene,No tiene,No tiene,No tiene
1130,MAC1000,No tiene,No tiene,No tiene,No tiene
1131,MPG6050,MPG6000 y MPG5000,y, (Programa = Doct En Matematica),No tiene
1132,MPG6000,MPG3100 y MPG3200 y MPG3101 y MPG3201 y (MPG4200 o MPG4100),y, (Programa = Doct En Matematica),No tiene
1133,MPG5070,MPG6000 y MPG5000,y, (Programa = Doct En Matematica),No tiene
1134,MPG5050,MPG5000 y MPG6000,y, (Programa = Doct En Matematica),No tiene
1135,MPG5003,MPG5002,y, (Programa = Doct En Matematica),No tiene
1136,MPG4500,No tiene,No tiene,No tiene,No tiene
1137,MPG5000,MPG6000,y, (Programa = Doct En Matematica),No tiene
1138,MPG4100,No tiene,No tiene,No tiene,(MPG4200)
1139,MPG5001,MPG5000,y, (Programa = Doct En Matematica),No tiene
1140,MPG5002,MPG5001,y, (Programa = Doct En Matematica),No tiene
1141,MPG3990,(MPG3101 y MPG3100),No tiene,No tiene,No tiene
1142,MPG3960,(MPG3101 y MPG3100),No tiene,No tiene,No tiene
1143,MPG3425,No tiene,No tiene,No tiene,No tiene
1144,MPG3420,No tiene,No tiene,No tiene,No tiene
1145,MPG3325,No tiene,No tiene,No tiene,No tiene
1146,MPG3320,No tiene,No tiene,No tiene,No tiene
1147,MPG3225,No tiene,No tiene,No tiene,No tiene
1148,MPG3403,No tiene,No tiene, ((Programa = Mag En Matematica) o (Programa = Doct En Matematica)),No tiene
1149,MPG3200,No tiene,No tiene,No tiene,No tiene
1150,MPG3220,No tiene,No tiene,No tiene,No tiene
1151,MPG3125,No tiene,No tiene,No tiene,No tiene
1152,MPG3100,No tiene,No tiene,No tiene,No tiene
1153,MPG3120,No tiene,No tiene,No tiene,No tiene
1154,MAT2940,MAT1930 y EDU0333,No tiene,No tiene,(MAT2930)
1155,MAT2925,(MAT2920),No tiene,No tiene,No tiene
1156,MAT2920,(EDU0333),No tiene,No tiene,No tiene
1157,MAT2820,MAT2534,No tiene,No tiene,No tiene
1158,MAT2605,(MAT1203 y MAT1630) o MAT2106 o (MAT1203 y MAT1630) o (MAT1216 y MAT1630) o (MAT1136 y MAT1216) o MAT2107 o (IMT2220 y IMT2230),No tiene,No tiene,(MAT280I o MLM2602)
1159,MAT253I,MAT251I o MLM251I,No tiene,No tiene,No tiene
1160,MAT2545,MAT2515 o MLM2512 o MAT251I o MLM251I,No tiene,No tiene,(MLM2541)
1161,MAT2535,MAT2515 o MLM2512,No tiene,No tiene,(MAT253I o MLM253I o MLM2530 o MLM2532)
1162,MAT2515,MAT1136 o MAT1630,No tiene,No tiene,(MLM2512)
1163,MAT251I,MAT1523 o MAT1630 o MAT230E o MLM1130,No tiene,No tiene,(MLM251I)
1164,MAT250I,MAT1640 y (MAT251I o MAT1145),No tiene,No tiene,No tiene
1165,MAT2507,MAT1136 o MAT1630,No tiene,No tiene,(MAT2506)
1166,MAT2505,MAT2500 o (MAT1505 y MAT2515) o (MAT1640 y MAT2515),No tiene,No tiene,(MLM3501)
1167,MAT2405,(MAT1136 o MAT1630) y (MAT1226 o MAT1203),No tiene,No tiene,(MLM2401)
1168,MAT2335,MAT2205 o MLM2201,No tiene,No tiene,No tiene
1169,MAT2305,(MAT1136 o MAT1630) y (MAT1226 o MAT1203),No tiene,No tiene,(MLM2301)
1170,MAT2237,MAT2227 o MAT2226,No tiene,No tiene,(MAT2236)
1171,MAT2227,MAT1226 o MAT1215,No tiene,No tiene,(MAT2226)
1172,MAT2218,MAT2205 o MLM2201,No tiene,No tiene,(MLM2211)
1173,MAT2205,MAT1226 o (MAT1203 y MAT1630),No tiene,No tiene,(MLM2201)
1174,MAT2107,MAT1620 y (MAT1203 o MAT1216),No tiene,No tiene,No tiene
1175,MAT2095,MAT2515 o MLM2512,No tiene,No tiene,(MLM2030)
1176,MAT2006,(MAT2236 y MAT2506) o (MAT2237 y MAT2506) o (MAT2236 y MAT2507) o (MAT2237 y MAT2507),No tiene,No tiene,No tiene
1177,MAT1930,MAT120B o MAT1920,No tiene,No tiene,No tiene
1178,MAT1920,No tiene,No tiene,No tiene,(MAT120B)
1179,MAT1900,No tiene,No tiene,No tiene,(EPA3100)
1180,MAT1640,(MAT1203 y MAT1620) o (MAT1126 y MAT1203) o (MAT1216 y MAT1620) o (MAT1126 y MAT1216),No tiene,No tiene,(MAT1532 o MLM1500)
1181,MAT1630,MAT1203 y MAT1620,No tiene,No tiene,(MAT1523 o MAT230E o MLM1130)
1182,MAT1620,(MAT1610),No tiene,No tiene,(MAT1512)
1183,MAT1610,MAT1000 o MAT1107,o,(Programa=Lic en Fisica) o (Programa=Lic en Astronomia) o (Carrera=Ingenieria) o (Programa=Lic en Astronomia) o (Carrera=Ingenieria Comercial),No tiene
1184,MAT1399,(MAT1389),No tiene,No tiene,No tiene
1185,MAT1389,No tiene,No tiene,No tiene,No tiene
1186,MAT1307,MAT1211 o (AQT0000 y AQT0200),o,(Escuela=Dise�o),(MAT1006 o MAT1007 o MAT1009 o MAT1010)
1187,MAT1304,No tiene,No tiene,No tiene,(MAT1306)
1188,MAT1299,MAT1289 o MAT1108 o MAT1109 o MAT1128 o MLM1300 o MAT1004 o MAT110E o MAT1600 o MAT1012 o MAT1492 o MAT1000 o MAT1409,No tiene,No tiene,(MAT1209)
1189,MAT1279,No tiene,No tiene,No tiene,No tiene
1190,MAT1226,(MAT1206 y MAT1216) o (MAT1216 y MAT1600) o (MAT1216 y MAT1306),No tiene,No tiene,(MAT1215)
1191,MAT1220,MAT1020 o MAT1199 o MAT1100 o MAT113G o MAT1419 o MAT1501 o MAT1502 o MAT1503 o MAT113S o MAT1506 o MAT1100,No tiene,No tiene,(MAT1516 o MAT1519)
1192,MAT1216,MAT1305 o MAT1306 o MAT1304,No tiene,No tiene,(MAT1203 o MAT1316)
1193,MAT1207,No tiene,No tiene,No tiene,No tiene
1194,MAT1204,No tiene,No tiene,No tiene,(MAT1206)
1195,MAT1203,MAT1600 o MAT1207,o,(Carrera=Ingenieria) o (Carrera=Lic en Fisica) o (Carrera=Lic en Astronomia) o (Carrera=Lic en Astronomia),(MAT1202 o MAT1216)
1196,MAT1136,MAT1126 y (MAT0006 o EDU024M o EDU024F),No tiene,No tiene,(MAT1135 o MAT1145)
1197,MAT1126,MAT1115 o MAT1116 o MAT1125,No tiene,No tiene,(MAT1125)
1198,MAT1107,No tiene,No tiene,No tiene,(MAT1106)
1199,MAT1116,MAT1106 o MAT1115 o MAT1305,No tiene,No tiene,No tiene
1200,MAT1104,No tiene,No tiene,No tiene,(MAT1106)
1201,MAT1103,No tiene,No tiene,No tiene,No tiene
1202,MAT1100,MAT1004 o MAT1012 o MAT1289 o MAT1492 o MAT1600 o MAT110E o MAT1000 o MAT1070 o MAT117S o MAT2013 o MAT117G o MAT1409 o MAT1490 o MAT1491,No tiene,No tiene,(MAT1020 o MAT1199 o MAT1419 o MAT1506)
1203,MAT1033,No tiene,No tiene,No tiene,(MAT1023)
1204,MAT102N,No tiene,No tiene, (Nivel = Pregrado),(MAT100N)
1205,MAT1023,No tiene,No tiene,No tiene,(MAT1013 o MAT1033 o MAT210E)
1206,MAT1000,No tiene,No tiene,No tiene,(MAT1004 o MAT1012 o MAT110E o MAT1289 o MAT1409 o MAT1492 o MAT1600)
1207,MAT0100,No tiene,No tiene, (Nivel = Pregrado),No tiene
1208,MAT0007,(MAT1107(c) o MAT1106(c)) y MAT1207(c),No tiene,No tiene,No tiene
1209,MAT0004,No tiene,No tiene,No tiene,(MAT0006)
1210,EYP3707,EYP2707 o EYP2706,No tiene,No tiene,No tiene
1211,EYP3507,EYP2307 o EYP2305,No tiene,No tiene,No tiene
1212,EYP3307,EYP2307 o EYP2305,No tiene,No tiene,(EYP2355)
1213,EYP3007,EYP2007,No tiene,No tiene,No tiene
1214,EYP2925,EPG3306,No tiene,No tiene,(EYP2995)
1215,EYP280I,(EYP2114),No tiene,No tiene,No tiene
1216,EYP2807,EYP2127 o EYP2405,No tiene,No tiene,(EYP2805)
1217,EYP2717,EYP2307 o EYP2305,No tiene,No tiene,No tiene
1218,EYP2627,EYP2127 o EYP2405,No tiene,No tiene,No tiene
1219,EYP2427,EYP2307 o EYP2305,No tiene,No tiene,No tiene
1220,EYP2417,EYP2307 o EYP2305,No tiene,No tiene,(EYP2415)
1221,EYP2310,MAT113G o MAT1419 o MAT1501 o MAT1502 o MAT1503 o MAT1506 o MAT1100,No tiene,No tiene,(BIO242C o EYP2216)
1222,EYP230P,No tiene,No tiene,No tiene,(EYP1061)
1223,EYP230I,(EYP2114),No tiene,No tiene,No tiene
1224,EYP2307,EYP2127 o EYP2405,No tiene,No tiene,(EYP2305)
1225,EYP2127,EYP1027 o EYP1026,No tiene,No tiene,(EYP2405)
1226,EYP2114,EYP1112 o EYP1113 o EYP2113 o EYP1026 o EYP1025 o EYP1027,No tiene,No tiene,No tiene
1227,EYP2020,EYP1020 y EDU0333,No tiene,No tiene,No tiene
1228,EYP2017,EYP1027 o EYP1026,No tiene,No tiene,(EYP2106)
1229,EYP1707,No tiene,No tiene,No tiene,(EYP1705)
1230,EYP1510,MAT1610(c) o MAT220E(c),No tiene,No tiene,No tiene
1231,EYP1113,MAT1523 o MAT1630,No tiene,No tiene,(EYP1112 o EYP2113)
1232,EYP1086,ENF1129(c) o ENF1132(c),No tiene,No tiene,(EYP1084)
1233,EYP1027,(EYP1016 y MAT1620 y MAT2107(c)) o (EYP1016 y MAT1136),No tiene,No tiene,(EYP1026)
1234,EYP1020,No tiene,No tiene,No tiene,No tiene
1235,EYP1016,(MAT1106 y MAT1116(c)) o (MAT1107 y MAT1610(c)),o,(Programa=Mag Fisica Medica),(EYP1015)
1236,EYP1010,MAT1020 o MAT113S o MAT1100 o MAT1419,No tiene,No tiene,(ICP0402)
1237,EPG5004,EPG5003,y, (Programa = Doct En Estadistica),No tiene
1238,EPG5003,EPG5002,y, (Programa = Doct En Estadistica),No tiene
1239,EPG5002,EPG5001,y, (Programa = Doct En Estadistica),No tiene
1240,EPG5001,EPG5000,y, (Programa = Doct En Estadistica),No tiene
1241,EPG4100,No tiene,No tiene,No tiene,No tiene
1242,EPG4200,EPG3110 y EPG3510 y EPG3730 y EPG3210 y EPG3220 y EPG3520 y EPG4100 y EPG3530 y EPG3601,y, (Programa = Doct En Estadistica),No tiene
1243,EPG4070,EPG4010 y EPG5003,y, (Programa = Doct En Estadistica),No tiene
1244,EPG4060,EPG4010 y EPG5003,y, (Programa = Doct En Estadistica),No tiene
1245,EPG4020,EPG4010,No tiene,No tiene,No tiene
1246,EPG4010,EPG4200 y EPG5001,y, (Programa = Doct En Estadistica),No tiene
1247,EPG4009,No tiene,No tiene, (Programa = Mg Intel Artif),No tiene
1248,EPG4004,No tiene,No tiene, (Programa = Mg Intel Artif),No tiene
1249,EPG4006,No tiene,No tiene, (Programa = Mg Intel Artif),No tiene
1250,EPG4007,No tiene,No tiene, (Programa = Mg Intel Artif),No tiene
1251,EPG4002,No tiene,No tiene, (Programa = Mg Intel Artif),No tiene
1252,EPG4001,No tiene,No tiene, (Programa = Mg Intel Artif),No tiene
1253,EPG3730,No tiene,No tiene, (Programa = Doct En Estadistica),No tiene
1254,EPG3701,No tiene,No tiene,No tiene,No tiene
1255,EPG3530,EPG3510 o EPG3520,No tiene,No tiene,No tiene
1256,EPG3601,No tiene,No tiene,No tiene,No tiene
1257,EPG3510,No tiene,No tiene, (Programa = Doct En Estadistica),No tiene
1258,EPG3390,EPG3307 y EPG3316 y EPG3317 y EPG3318,No tiene,No tiene,No tiene
1259,EPG3383,(EPG3382),No tiene,No tiene,No tiene
1260,EPG3382,EPG3380 o EPG3381,No tiene,No tiene,No tiene
1261,EPG3381,(EPG3306),No tiene,No tiene,(EPG3380)
1262,EPG3380,No tiene,No tiene,(Creditos >= 350),(EPG3381)
1263,EPG3341,EPG3307 y EPG3317 y EPG3318,No tiene,No tiene,No tiene
1264,EPG3342,No tiene,No tiene,((Programa=Mag en Estadistica) y (Creditos >= 80)),No tiene
1265,EPG3313,EPG3307 y EPG3317 y EPG3318,No tiene,No tiene,(EPG3323 o EPG3602)
1266,EPG3308,No tiene,No tiene,(Creditos >= 350) o (Nivel=Magister) o (Nivel=Doctorado),(EPG3601)
1267,EPG3306,No tiene,No tiene,(Creditos >= 350) o (Nivel=Magister) o (Nivel=Doctorado),No tiene
1268,EPG3307,No tiene,No tiene,(Creditos >= 350),No tiene
1269,EPG3110,No tiene,No tiene, (Programa = Doct En Estadistica),No tiene
1270,CLG0901,No tiene,No tiene, ((Programa = Lic Ccnn Y Matematic) o (Programa = Lic Cs Sociales) o (Programa = Lic Arte Y Humanid)),No tiene
1271,LET4520,No tiene,No tiene, (Nivel = Doctorado),No tiene
1272,LET4509,No tiene,No tiene, ((Programa = Mag Letras-Literat) o (Programa = Mag Ling Aplic Ingle) o (Programa = Doct En Ling��stica)),No tiene
1273,LET4507,No tiene,No tiene, (Programa = Doct En Literatura),No tiene
1274,LET4504,LET4489,y, (Programa = Doct En Literatura),No tiene
1275,LET4503,LET4487,y, (Programa = Doct En Literatura),No tiene
1276,LET4506,No tiene,No tiene, (Programa = Doct En Literatura),No tiene
1277,LET4505,No tiene,No tiene, (Programa = Doct En Literatura),No tiene
1278,LET4502,LET4489,y, (Programa = Doct En Literatura),No tiene
1279,LET4498,No tiene,No tiene, ((Programa = Mag Letras-Linguis) o (Programa = Mag En Traducci�n) o (Programa = Mag Ling Aplic Ingle) o (Programa = Doct En Ling��stica)),No tiene
1280,LET4500,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)) y (Programa = Doct En Literatura),No tiene
1281,LET4489,No tiene,No tiene, (Programa = Doct En Literatura),No tiene
1282,LET4493,LET4492 y LET4480,y, (Programa = Doct En Ling��stica),No tiene
1283,LET4494,LET4493,y, (Programa = Doct En Ling��stica),No tiene
1284,LET4488,No tiene,No tiene, (Programa = Doct En Literatura),No tiene
1285,LET4486,No tiene,No tiene, (Programa = Doct En Literatura),No tiene
1286,LET4485,LET4141 y LET4142 y LET4110 y (LET4480 o LET4481),y, (Programa = Doct En Literatura),No tiene
1287,LET4477,No tiene,No tiene,(Nivel=Doctorado) o (Nivel=Magister),No tiene
1288,LET4483,No tiene,No tiene, (Programa = Doct En Ling��stica),No tiene
1289,LET4474,No tiene,No tiene,No tiene,No tiene
1290,LET4482,No tiene,No tiene, (Programa = Doct En Ling��stica),No tiene
1291,LET4433,No tiene,No tiene,No tiene,No tiene
1292,LET4473,No tiene,No tiene, ((Programa = Mag Letras-Linguis) o (Programa = Doct En Ling��stica)),No tiene
1293,LET4421,No tiene,No tiene,No tiene,No tiene
1294,LET4431,No tiene,No tiene,No tiene,No tiene
1295,LET4412,No tiene,No tiene,No tiene,No tiene
1296,LET4411,No tiene,No tiene,No tiene,No tiene
1297,LET4401,No tiene,No tiene,No tiene,No tiene
1298,LET4146,No tiene,No tiene,No tiene,No tiene
1299,LET4144,No tiene,No tiene,No tiene,No tiene
1300,LET4141,No tiene,No tiene,No tiene,No tiene
1301,LET4114,No tiene,No tiene,No tiene,(LPD2051)
1302,LET4110,No tiene,No tiene,No tiene,(LPD2042)
1303,LET3724,No tiene,No tiene,No tiene,No tiene
1304,LET3723,No tiene,No tiene,No tiene,(LET3706)
1305,LET3722,No tiene,No tiene,No tiene,(LET3701)
1306,LET3720,No tiene,No tiene,No tiene,(LET3700)
1307,LET3716,No tiene,No tiene,No tiene,No tiene
1308,LET3705,No tiene,No tiene,No tiene,No tiene
1309,LET3545,No tiene,No tiene, (Programa = Mag En Traducci�n),No tiene
1310,LET3543,No tiene,No tiene, (Programa = Mag En Traducci�n),No tiene
1311,LET3501,No tiene,No tiene,No tiene,No tiene
1312,LET3502,No tiene,No tiene,No tiene,No tiene
1313,LET3190,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)) y (Escuela = Letras),No tiene
1314,LET3511,No tiene,No tiene,No tiene,No tiene
1315,LET3503,No tiene,No tiene,No tiene,No tiene
1316,LET3513,No tiene,No tiene,No tiene,No tiene
1317,LET3200,LET3101 y LET3103 y LET3106 y LET3104 y LET3111,y, ((Nivel = Doctorado) o (Nivel = Magister)) y (Escuela = Letras),No tiene
1318,LET312E,No tiene,No tiene,No tiene,No tiene
1319,LET3106,No tiene,No tiene,No tiene,No tiene
1320,LET310E,No tiene,No tiene,No tiene,No tiene
1321,LET3111,No tiene,No tiene,No tiene,No tiene
1322,LET309E,No tiene,No tiene,No tiene,No tiene
1323,LET300E,No tiene,No tiene,No tiene,No tiene
1324,LET3103,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)) y (Escuela = Letras),No tiene
1325,LET299E,No tiene,No tiene,No tiene,No tiene
1326,LET3101,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)) y (Escuela = Letras),No tiene
1327,LET296E,No tiene,No tiene,No tiene,No tiene
1328,LET2315,No tiene,No tiene,No tiene,No tiene
1329,LET265E,No tiene,No tiene,No tiene,No tiene
1330,LET2313,No tiene,No tiene,No tiene,No tiene
1331,LET209I,No tiene,No tiene,No tiene,No tiene
1332,LET2311,LET1312 o LET1712,No tiene,No tiene,No tiene
1333,LET205E,No tiene,No tiene,No tiene,No tiene
1334,LET204I,No tiene,No tiene,No tiene,No tiene
1335,LET183E,No tiene,No tiene,No tiene,No tiene
1336,LET202G,No tiene,No tiene, (Nivel = Pregrado),No tiene
1337,LET182E,No tiene,No tiene,No tiene,No tiene
1338,LET163E,No tiene,No tiene, ((Escuela = Enfermer�a) o (Escuela = Medicina) o (Escuela = Odontolog�a) o (Escuela = Ciencias de la Salud)),No tiene
1339,LET1357,LET1344 o LET1744,No tiene,No tiene,(LET1738)
1340,LET1367,LET1335 o LET1716,No tiene,No tiene,(LET1760)
1341,LET161E,No tiene,No tiene, ((Programa <> Lic Ccnn Y Matematic) y (Programa <> Lic Cs Sociales)) y ((Escuela <> Construcci�n Civil) y (Escuela <> Astrof�sica) y (Escuela <> F�sica) y (Escuela <> Ingenier�a) y (Escuela <> Matem�ticas) y (Escuela <> Qu�mica) y (Escuela <> Agronom�a e Ing. Forestal) y (Escuela <> Ciencias Biol�gicas) y (Escuela <> Enfermer�a) y (Escuela <> Medicina) y (Escuela <> Odontolog�a) y (Escuela <> Ciencias de la Salud) y (Escuela <> Derecho) y (Escuela <> Filosof�a) y (Escuela <> Estudios Urbanos)),No tiene
1342,LET162E,No tiene,No tiene, ((Escuela = Construcci�n Civil) o (Escuela = Astrof�sica) o (Escuela = F�sica) o (Escuela = Matem�ticas) o (Escuela = Qu�mica) o (Escuela = Agronom�a e Ing. Forestal) o (Escuela = Ciencias Biol�gicas)),No tiene
1343,LET134P,No tiene,No tiene,No tiene,No tiene
1344,LET1345,(LET1313 y LET1343) o (LET1313 y LET1743) o (LET1713 y LET1343) o (LET1713 y LET1743),No tiene,No tiene,(LET1746)
1345,LET1341,No tiene,No tiene,No tiene,(LET1741)
1346,LET1335,LET1334 o LET1734,No tiene,No tiene,(LET1716)
1347,LET1343,LET1311 o LET1711,No tiene,No tiene,(LET1743)
1348,LET1347,No tiene,No tiene,No tiene,(LET1757)
1349,LET1333,LET1332 o LET1732,No tiene,No tiene,(LET1733)
1350,LET1331,No tiene,No tiene,No tiene,(LET1731)
1351,LET1325,LET1314 o LET1714,No tiene,No tiene,(LET1725)
1352,LET1323,No tiene,No tiene,No tiene,(LET1723)
1353,LET1313,LET1312 o LET1712,No tiene,No tiene,(LET1713)
1354,LET1315,No tiene,No tiene,No tiene,(LET1715)
1355,LET1312,LET1311 o LET1711,No tiene,No tiene,(LET1712)
1356,LET1314,LET1313 o LET1713,No tiene,No tiene,(LET1714)
1357,LET125E,No tiene,No tiene,No tiene,No tiene
1358,LET124P,No tiene,No tiene,No tiene,No tiene
1359,LET124E,No tiene,No tiene,No tiene,No tiene
1360,LET123P,No tiene,No tiene,No tiene,No tiene
1361,LET122P,No tiene,No tiene,No tiene,No tiene
1362,LET122E,No tiene,No tiene,No tiene,No tiene
1363,LET120E,No tiene,No tiene,No tiene,No tiene
1364,LET1035,No tiene,No tiene,No tiene,(LET123H)
1365,LET1037,LET1025 o LET136H,No tiene,No tiene,(LET148H)
1366,LET110E,VRA2000 o VRA2010 o VRA3010 o RII6001 o RII7000,No tiene,No tiene,No tiene
1367,LET1027,(LET1035 y LET1034) o (LET1035 y LET122H) o (LET123H y LET1034) o (LET123H y LET122H),No tiene,No tiene,(LET126H)
1368,LET1025,(LET1024 y LET1023) o (LET1024 y LET134H) o (LET135H y LET1023) o (LET135H y LET134H),No tiene,No tiene,(LET136H)
1369,LET1023,No tiene,No tiene,No tiene,(LET134H)
1370,LET1007,No tiene,No tiene,No tiene,(LET107H)
1371,LET1013,No tiene,No tiene,No tiene,(LET113H)
1372,LET1005,No tiene,No tiene,No tiene,(LET105H)
1373,LET1001,No tiene,No tiene,No tiene,(LET0101)
1374,LET1003,LET1001 o LET101H o LET0101,No tiene,No tiene,(LET103H)
1375,LET090E,(VRA2000 o VRA2010 o VRA3010 o RII6001 o RII7000),No tiene,No tiene,No tiene
1376,LET077I,No tiene,No tiene,No tiene,No tiene
1377,LET074P,No tiene,No tiene,No tiene,No tiene
1378,LET073P,No tiene,No tiene,No tiene,No tiene
1379,LET073E,No tiene,No tiene,No tiene,No tiene
1380,LET072I,VRA2000 o VRA2010,No tiene,No tiene,No tiene
1381,LET062I,No tiene,No tiene,No tiene,No tiene
1382,LET068E,No tiene,No tiene,No tiene,No tiene
1383,LET061P,No tiene,No tiene,No tiene,No tiene
1384,LET056E,No tiene,No tiene,No tiene,No tiene
1385,LET052E,No tiene,No tiene,No tiene,No tiene
1386,LET039I,ILI1710 o ILI1712 o LET1312 o LET1712,No tiene,No tiene,No tiene
1387,LET0331,No tiene,No tiene,No tiene,No tiene
1388,LET0321,No tiene,No tiene,No tiene,No tiene
1389,LET0311,No tiene,No tiene,No tiene,No tiene
1390,LET031E,No tiene,No tiene,No tiene,No tiene
1391,LET0301,No tiene,No tiene,No tiene,No tiene
1392,LET020E,No tiene,No tiene,No tiene,No tiene
1393,LET0131,No tiene,No tiene,No tiene,(LET1031)
1394,LET0121,No tiene,No tiene,No tiene,(LET1021)
1395,LET0111,No tiene,No tiene,No tiene,(LET1011)
1396,LET0101,No tiene,No tiene,No tiene,(LET1001)
1397,LET006E,No tiene,No tiene,No tiene,No tiene
1398,LET004B,(LET003B),No tiene,No tiene,No tiene
1399,LET003F,(FIS121F),No tiene,No tiene,No tiene
1400,LET003E,No tiene,No tiene,No tiene,No tiene
1401,LET003B,EDU0321 y EDU0322 y EDU0331 y EDU0340 y LET002B,No tiene,No tiene,No tiene
1402,LET002G,No tiene,No tiene, (Nivel = Pregrado),No tiene
1403,LET002F,No tiene,No tiene,No tiene,No tiene
1404,LET001E,No tiene,No tiene,No tiene,No tiene
1405,LET002B,(LET001B),No tiene,No tiene,No tiene
