sigla,Prerrequisitos,Relación entre prerrequisitos y restricciones,Restricciones,Equivalencias
LET1345,(LET1313 y LET1343) o (LET1313 y LET1743) o (LET1713 y LET1343) o (LET1713 y LET1743),No tiene,No tiene,(LET1746)
LET1341,No tiene,No tiene,No tiene,(LET1741)
LET1335,LET1334 o LET1734,No tiene,No tiene,(LET1716)
LET1343,LET1311 o LET1711,No tiene,No tiene,(LET1743)
LET1347,No tiene,No tiene,No tiene,(LET1757)
LET1333,LET1332 o LET1732,No tiene,No tiene,(LET1733)
LET1331,No tiene,No tiene,No tiene,(LET1731)
LET1325,LET1314 o LET1714,No tiene,No tiene,(LET1725)
LET1323,No tiene,No tiene,No tiene,(LET1723)
LET1313,LET1312 o LET1712,No tiene,No tiene,(LET1713)
LET1315,No tiene,No tiene,No tiene,(LET1715)
LET1312,LET1311 o LET1711,No tiene,No tiene,(LET1712)
LET1314,LET1313 o LET1713,No tiene,No tiene,(LET1714)
LET125E,No tiene,No tiene,No tiene,No tiene
LET124P,No tiene,No tiene,No tiene,No tiene
LET124E,No tiene,No tiene,No tiene,No tiene
LET123P,No tiene,No tiene,No tiene,No tiene
LET122P,No tiene,No tiene,No tiene,No tiene
LET122E,No tiene,No tiene,No tiene,No tiene
LET120E,No tiene,No tiene,No tiene,No tiene
LET1035,No tiene,No tiene,No tiene,(LET123H)
LET1037,LET1025 o LET136H,No tiene,No tiene,(LET148H)
LET110E,VRA2000 o VRA2010 o VRA3010 o RII6001 o RII7000,No tiene,No tiene,No tiene
LET1027,(LET1035 y LET1034) o (LET1035 y LET122H) o (LET123H y LET1034) o (LET123H y LET122H),No tiene,No tiene,(LET126H)
LET1025,(LET1024 y LET1023) o (LET1024 y LET134H) o (LET135H y LET1023) o (LET135H y LET134H),No tiene,No tiene,(LET136H)
LET1023,No tiene,No tiene,No tiene,(LET134H)
LET1007,No tiene,No tiene,No tiene,(LET107H)
LET1013,No tiene,No tiene,No tiene,(LET113H)
LET1005,No tiene,No tiene,No tiene,(LET105H)
LET1001,No tiene,No tiene,No tiene,(LET0101)
LET1003,LET1001 o LET101H o LET0101,No tiene,No tiene,(LET103H)
LET090E,(VRA2000 o VRA2010 o VRA3010 o RII6001 o RII7000),No tiene,No tiene,No tiene
LET077I,No tiene,No tiene,No tiene,No tiene
LET074P,No tiene,No tiene,No tiene,No tiene
LET073P,No tiene,No tiene,No tiene,No tiene
LET073E,No tiene,No tiene,No tiene,No tiene
LET072I,VRA2000 o VRA2010,No tiene,No tiene,No tiene
LET062I,No tiene,No tiene,No tiene,No tiene
LET068E,No tiene,No tiene,No tiene,No tiene
LET061P,No tiene,No tiene,No tiene,No tiene
LET056E,No tiene,No tiene,No tiene,No tiene
LET052E,No tiene,No tiene,No tiene,No tiene
LET039I,ILI1710 o ILI1712 o LET1312 o LET1712,No tiene,No tiene,No tiene
LET0331,No tiene,No tiene,No tiene,No tiene
LET0321,No tiene,No tiene,No tiene,No tiene
LET0311,No tiene,No tiene,No tiene,No tiene
LET031E,No tiene,No tiene,No tiene,No tiene
LET0301,No tiene,No tiene,No tiene,No tiene
LET020E,No tiene,No tiene,No tiene,No tiene
LET0131,No tiene,No tiene,No tiene,(LET1031)
LET0121,No tiene,No tiene,No tiene,(LET1021)
LET0111,No tiene,No tiene,No tiene,(LET1011)
LET0101,No tiene,No tiene,No tiene,(LET1001)
LET006E,No tiene,No tiene,No tiene,No tiene
LET004B,(LET003B),No tiene,No tiene,No tiene
LET003F,(FIS121F),No tiene,No tiene,No tiene
LET003E,No tiene,No tiene,No tiene,No tiene
LET003B,EDU0321 y EDU0322 y EDU0331 y EDU0340 y LET002B,No tiene,No tiene,No tiene
LET002G,No tiene,No tiene, (Nivel = Pregrado),No tiene
LET002F,No tiene,No tiene,No tiene,No tiene
LET001E,No tiene,No tiene,No tiene,No tiene
LET002B,(LET001B),No tiene,No tiene,No tiene
LET001B,No tiene,No tiene,No tiene,No tiene
LET0009,No tiene,No tiene, (Programa = Lic Cs Sociales),(LET0005)
LET0007,No tiene,No tiene,No tiene,No tiene
ILS1326,FIL4055 o ILS1305 o ILS1321 o ILS1325 o ILS1327,No tiene,No tiene,(FIL4155 o ILS1302 o ILS1306 o ILS1322 o ILS1327)
LET0008,No tiene,No tiene, (Programa = Lic Ccnn Y Matematic),(LET0005)
ILS1325,No tiene,No tiene,No tiene,(FIL4055 o ILS1305 o ILS1321 o ILS1327)
ILS1322,FIL4050 o ILS1301 o ILS1305 o ILS1321 o ILS1325,No tiene,No tiene,(FIL4150 o ILS1302 o ILS1326)
ILS1321,No tiene,No tiene,No tiene,(FIL4050 o ILS1301 o ILS1305 o ILS1325)
ILM3998,No tiene,No tiene,No tiene,No tiene
ILM3996,No tiene,No tiene,No tiene,No tiene
IBM3127,IBM3122 y IBM3123,y, (Programa = Dct Inge Bio y Med),No tiene
IBM3125,IBM3124,y, (Programa = Dct Inge Bio y Med),No tiene
IBM3123,IBM3122,y, (Programa = Dct Inge Bio y Med),No tiene
IBM3121,IBM3101 y IBM3102 y IBM3103 y IBM3104 y IBM3105 y IBM3106 y IBM3107 y IBM3111 y IBM3112,y, (Programa = Dct Inge Bio y Med),No tiene
IBM3120,IBM3101 y IBM3102 y IBM3103 y IBM3104 y IBM3105 y IBM3106 y IBM3107 y IBM3111 y IBM3112,y, (Programa = Dct Inge Bio y Med),No tiene
IBM3122,IBM3112,y, (Programa = Dct Inge Bio y Med),No tiene
IBM3113,No tiene,No tiene, ((Programa = Mag En Cs Ingenieria) o (Programa = Doct Cs Ingenieria) o (Programa = Mag Ingenieria) o (Programa = Doc Biologia Celular) o (Programa = Doct Cs Fisiologicas) o (Programa = Doct En Ecologia) o (Programa = Doct Genet Y Microb) o (Programa = Doct Ciencias Medica) o (Programa = Doct Neurociencias) o (Programa = Mg Inge Bio y Med) o (Programa = Dct Inge Bio y Med)),No tiene
IBM3111,No tiene,No tiene, (Programa = Dct Inge Bio y Med),No tiene
IBM3112,No tiene,No tiene, (Programa = Dct Inge Bio y Med),No tiene
IBM3110,IBM3109,No tiene,No tiene,No tiene
IBM3108,No tiene,No tiene, (Programa = Mg Inge Bio y Med),No tiene
IBM3105,No tiene,No tiene, ((Programa = Mag En Cs Ingenieria) o (Programa = Doct Cs Ingenieria) o (Programa = Mag Ingenieria) o (Programa = Doc Biologia Celular) o (Programa = Doct Cs Fisiologicas) o (Programa = Doct En Ecologia) o (Programa = Doct Genet Y Microb) o (Programa = Doct Ciencias Medica) o (Programa = Doct Neurociencias) o (Programa = Mg Inge Bio y Med) o (Programa = Dct Inge Bio y Med)),No tiene
IBM2026,BIO141C o BIO239M o MAT1620,No tiene,No tiene,No tiene
IMT3130,MAT255I,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria),(IMT3173)
IMT3500,(EYP230I(c) y ICS3153(c)) o (EYP230I(c) y IMT2100(c)) o (EYP230I(c) y IMT3173(c)),o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria),(ICS3163)
IMT2987,No tiene,No tiene,No tiene,No tiene
IMT2986,No tiene,No tiene,No tiene,No tiene
IMT2985,No tiene,No tiene,No tiene,No tiene
IMT2981,No tiene,No tiene,No tiene,No tiene
IMT2118,IIC1103 o IIC1102,No tiene,No tiene,No tiene
IMT2972,No tiene,No tiene,No tiene,No tiene
IMT2111,MAT2605 o MAT280I o MLM2602,No tiene,No tiene,No tiene
IMT1001,IIC1103 y MAT1630(c) y MAT1640(c),No tiene,No tiene,No tiene
IMT0020,No tiene,No tiene,No tiene,No tiene
IMM3801,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
IMM3800,No tiene,No tiene,((Escuela=Ingenieria) y (Nivel=Pregrado)) o (Programa=Mag en Cs Ingenieria),No tiene
IMM3521,BIO228C(c) o QIM202(c) o BIO257C(c),o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria),(IMM2521)
IMM3403,IMM3313(c) o (ICS3532 y IMM2015 y IMM2025 y ING1011) o (ICS3532 y IMM2015 y IMM2025 y IPP1000),o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),(IMM3400)
IMM3323,IMM2043 o IMM2015,o,(Programa=Mag en Cs Ingenieria) o (Programa=Mag Ingenieria),(IMM3320)
IMM3053,IMM2023 y IMM2053,o,(Carrera=Mag.En Cs Ingenieria) o (Carrera=Doct Cs Ingenieria) o (Carrera=Mag Ingenieria),No tiene
IMM3005,IMM2043 y IMM2053,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Doct en Matematica),No tiene
IMM2987,No tiene,No tiene,No tiene,No tiene
IMM2986,No tiene,No tiene,No tiene,No tiene
IMM2985,No tiene,No tiene,No tiene,No tiene
IMM2972,No tiene,No tiene,No tiene,No tiene
IMM2521,IMM2015 o IMM2043,No tiene,No tiene,(IMM3521)
IMM2503,IMM2015 o IMM2043,No tiene,No tiene,(IMM2500)
IMM2213,IMM2013 o IMM2012,No tiene,No tiene,(IMM3210)
IMM2083,ING1024 o ICC1102 o ICM1022 o ICM1202 o ICC2105 o ICC2104,No tiene,No tiene,No tiene
IMM2073,IMM2023 o IMM2022,No tiene,No tiene,No tiene
IMM2053,IMM2022 o IMM2023,No tiene,No tiene,(IMM2025)
IMM2043,IMM2012 o IMM2013,No tiene,No tiene,(IMM2015)
IMM2033,EYP1113 y (IMM2003(c) o ICE2623(c) o (EYP2113 y ING1011) o (EYP2113 y IPP1000)),No tiene,No tiene,(IMM2032)
IMM2003,No tiene,No tiene,No tiene,(ICE2623 o IMM2000)
IMM2013,IMM2003 o ICE2623 o ING1011 o IPP1000,No tiene,No tiene,(IMM2012)
IMM1003,No tiene,No tiene,No tiene,No tiene
IMM0020,No tiene,No tiene,No tiene,No tiene
IMI4000,No tiene,No tiene, (Programa = Mag en Innovacion),No tiene
IMI3600,No tiene,No tiene, (Programa = Mag en Innovacion),(EAM530)
IMI3510,No tiene,No tiene, (Programa = Mag en Innovacion),No tiene
IMI3740,No tiene,No tiene, (Programa = Mag en Innovacion),No tiene
IMI3500,No tiene,No tiene, (Programa = Mag en Innovacion),No tiene
IMI3220,No tiene,No tiene, (Programa = Mag en Innovacion),No tiene
IIQ3773,IIQ2043,o,(Carrera=Mag.En Cs Ingenieria) o (Carrera=Doct Cs Ingenieria),No tiene
IIQ3733,IIQ2683 o IIQ3683 o IIQ2113(c),o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IMI3100,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag en Innovacion) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
IIQ3663,BIO228C(c) o QIM202(c) o BIO257C(c),o,(Programa=Doct Cs Ingenieria) o (Programa=Mag en Cs Ingenieria),No tiene
IIQ3683,(BIO228 y IIQ2112) o (BIO228 y IIQ2113) o (BIO228C y IIQ2112) o (BIO228C y IIQ2113) o (BIO288 y IIQ2112) o (BIO288 y IIQ2113),o,((Programa=Doct Cs Ingenieria) y ((Programa=Mag en Cs Ingenieria)) y (Programa=Mag Ingenieria)),(IIQ2683 o IIQ3682 o IIQ3712)
IIQ3643,IIQ2632 o IIQ2633 o QIM202 o BIO228C,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIQ3602,No tiene,No tiene,(Creditos >= 400) o (Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIQ3402,No tiene,No tiene, ((Programa = Mag En Cs Ingenieria) o (Programa = Doct Cs Ingenieria) o (Programa = Mag Ingenieria)),No tiene
IIQ3373,IIQ2113,o,(Creditos >= 400) o (Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),(IIQ2372)
IIQ2987,No tiene,No tiene,No tiene,No tiene
IIQ3343,ICH1104 y (FIS1523 o IIQ1003 o ICM1003),o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),(ICH3342 o IIQ3342)
IIQ2985,No tiene,No tiene,No tiene,No tiene
IIQ2986,No tiene,No tiene,No tiene,No tiene
IIQ2981,No tiene,No tiene,No tiene,No tiene
IIQ2972,No tiene,No tiene,No tiene,No tiene
IIQ2723,IIQ2133 o IIQ1112,No tiene,No tiene,No tiene
IIQ2683,BIO228C o (IIQ2113 y QIM202),No tiene,No tiene,(IIQ3683)
IIQ2663,BIO100 o BIO100B o BIO141 o BIO141C,No tiene,No tiene,No tiene
IIQ2673,IIQ2133 y (ICH1104 o IIQ2003),No tiene,No tiene,No tiene
IIQ2623,IIQ3633 o QIM202 o BIO228C o QIM117 o QUM1001 o QUM1002 o BIO228,No tiene,No tiene,No tiene
IIQ2363,No tiene,No tiene,(Creditos >= 250),No tiene
IIQ2303,No tiene,No tiene,No tiene,(IIQ2302)
IIQ213Q,QIM115 o QQF3601,y, (Escuela = Qu�mica),(IIQ2013)
IIQ2043,(FIS1523 y QIM100A) o (IIQ1003 y QIM100A) o (ICM1003 y QIM100A) o (IIQ1002 y ING1011) o (IIQ1002 y IPP1000) o (FIZ0211 y QIM100A) o (FIS1523 y QIM100E) o (IIQ1003 y QIM100E) o (IIQ103H y QIM100E) o (ICM1003 y QIM100E) o (FIZ0211 y QIM100E) o (IIQ103H y QIM100A),No tiene,No tiene,(IIQ1012)
IIQ2133,(FIS1523 y QIM100A) o (IIQ1003 y QIM100A) o (ICM1003 y QIM100A) o (IIQ1002 y ING1011) o (IIQ1002 y IPP1000) o (FIZ0211 y QIM100A) o (FIS1523 y QIM100E) o (IIQ1003 y QIM100E) o (IIQ103H y QIM100E) o (ICM1003 y QIM100E) o (FIZ0211 y QIM100E) o (IIQ103H y QIM100A) o (FIS1522 y IIQ1002 y ING1011) o (FIS1522 y IIQ1002 y IPP1000) o QIM115,No tiene,No tiene,(IIQ1112)
IIQ2013,IIQ2003 o (ICH1102 y IIQ1112 y ING1011) o (ICH1102 y IIQ1112 y IPP1000) o QIM115,No tiene,No tiene,(IIQ1210 o IIQ2012 o IIQ213Q)
IIQ2023,IIQ2003 o (IIQ1012 y IIQ1112 y ING1011) o (IIQ1012 y IIQ1112 y IPP1000) o IIQ2133,No tiene,No tiene,(IIQ1220 o IIQ2022 o IIQ223Q)
IIQ2003,MAT1640 y (IIQ2133(c) o ICH2314(c) o QIM115),No tiene,No tiene,(IIQ2002)
IIQ1003,(FIS0152(c) y MAT1630(c)) o (FIS1512 y ING1011 y MAT1512) o (FIS1512 y IPP1000 y MAT1512) o (ICE1013 y IPP1000 y MAT1512) o (ICE1013 y ING1011 y MAT1512) o (FIS1522 y ING1011 y QIM100) o (FIS1522 y IPP1000 y QIM100) o (FIS0152(c) y IMT2220 y IMT2230),No tiene,No tiene,(FIS1522 o FIS1523 o ICM1003 o IIQ1002 o IIQ103H)
IIQ1001,No tiene,No tiene,No tiene,No tiene
IIQ0020,No tiene,No tiene,No tiene,No tiene
IIC3793,No tiene,No tiene, ((Programa = Mag En Cs Ingenieria) o (Programa = Doct Cs Ingenieria) o (Programa = Mag Ingenieria)),No tiene
IIC3745,IIC2143,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria),No tiene
IIC3757,No tiene,No tiene,No tiene,No tiene
IIC3743,IIC2713 y IIC2764,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3724,EYP1113 y MAT1630,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),(IEE3724)
IIC3703,IIC2763 o IIC2764,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3697,IIC2613,o,(Programa=Doct Cs Ingenieria) o (Programa=Mag en Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3585,IIC2233 y IIC2413 y IIC2513,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3253,IIC2333,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3413,IIC2233 y IIC2413,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3143,IIC2143,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3182,No tiene,No tiene,No tiene,No tiene
IIC3242,IIC1253,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria),No tiene
IIC3113,IIC2154(c) o IRB2002(c) o IMT2116(c),o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC3103,IIC2143 y IIC2413,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),No tiene
IIC2987,No tiene,No tiene,No tiene,No tiene
IIC2985,No tiene,No tiene,No tiene,No tiene
IIC2986,No tiene,No tiene,No tiene,No tiene
IIC2981,No tiene,No tiene,No tiene,No tiene
IIC2764,No tiene,No tiene,(Creditos >= 200),(IIC2763)
IIC2972,No tiene,No tiene,No tiene,No tiene
IIC2733,IIC2713 o (IIC2142 y ING1011) o (IIC2142 y IPP1000) o (IIC2412 y ING1011) o (IIC2412 y IPP1000),No tiene,No tiene,(IIC2732)
IIC2714,No tiene,No tiene,(Creditos >= 200),(IEE2714)
IIC2713,IIC1103 o (IIC1222 y ING1011) o (IIC1222 y IPP1000),No tiene,No tiene,(IIC2742)
IIC2685,IIC1222 o IIC2233,No tiene,No tiene,No tiene
IIC2552,IIC1102 o IIC1103,No tiene,No tiene,No tiene
IIC2613,(EYP1113 y IIC2233) o (EYP1113 y IIC1222) o (EYP1112 y IIC2233) o (EYP1112 y IIC1222) o (EYP2113 y IIC2233) o (EYP2113 y IIC1222),No tiene,No tiene,(IIC2612)
IIC2513,IIC2412 o IIC2413,No tiene,No tiene,No tiene
IIC2433,EYP1113 y IIC110 y MAT1203,No tiene,No tiene,(IIC2432)
IIC2413,IIC2233 o (IIC1222 y IIC2252 y ING1011) o (IIC1222 y IIC2252 y IPP1000),No tiene,No tiene,(IIC2412)
IIC2343,IIC1103 o (IIC1222 y ING1011) o (IIC1222 y IPP1000) o (IIC1122 y ING1011) o (IIC1122 y IPP1000),No tiene,No tiene,(IIC2342)
IIC2333,IIC2343 o (IIC1222 y ING1011) o (IIC1222 y IPP1000),No tiene,No tiene,(IIC2512)
IIC2233,IIC1103 o IIC1102,No tiene,No tiene,(IIC1222)
IIC2213,IIC1253 o MAT2205 o (IIC1222 y IIC2252 y ING1011) o (IIC1222 y IIC2252 y IPP1000),No tiene,No tiene,No tiene
IIC2173,IIC2142 o IIC2143,No tiene,No tiene,No tiene
IIC2154,(IIC2143 y IIC2413 y IIC2513 y IIC2613) o (IIC2143 y IIC2173 y IIC2413 y IIC2513) o (IIC2143 y IIC2413 y IIC2513 y IIC2733) o (IIC2143 y IIC2333 y IIC2413 y IIC2613) o (IIC2143 y IIC2173 y IIC2333 y IIC2413) o (IIC2143 y IIC2333 y IIC2413 y IIC2733),No tiene,No tiene,(IIC2153)
IIC2143,IIC2233 o IIC1222,No tiene,No tiene,(IIC2142)
IIC2133,(IIC1253 y IIC1222) o (IIC1253 y IIC2233) o (IIC2252 y IIC1222) o (IIC2252 y IIC2233),No tiene,No tiene,(IIC2132)
IIC2115,(IIC1103 y MAT1610) o (IIC1102 y MAT1610) o (IIC1103 y MAT1503) o (IIC1102 y MAT1503),No tiene,No tiene,No tiene
IIC2113,IIC2142 o IIC2143,No tiene,No tiene,No tiene
IIC1253,MAT1203 o (IIC1102 y ING1011 y MAT1202) o (IIC1102 y IPP1000 y MAT1202) o IMT2210,No tiene,No tiene,(IIC2252)
IIC1103,No tiene,No tiene,No tiene,(IIC1102)
IIC1062,No tiene,No tiene,No tiene,(IIC1020)
IIC100G,No tiene,No tiene, (Nivel = Pregrado),No tiene
IIC1005,IIC1102 o IIC1103,No tiene,No tiene,No tiene
IFI1001,FIS1513 o FIS1514 o ICE1513 o ICE1514,No tiene,No tiene,No tiene
IIC0020,No tiene,No tiene,No tiene,No tiene
IEN3660,IEN3330,y, ((Programa = Mag Tecnol De Inform) o (Programa = Mag Ing Estruc Y Geo) o (Programa = Mag Ing Industrial) o (Programa = Mag Adm De La Constr) o (Programa = Mag Ing De La Energ) o (Programa = Mag Proc Gest Info) o (Programa = Mag en Innovacion)),No tiene
IEN4970,No tiene,No tiene, (Programa = Mag Ing De La Energ),No tiene
IEN3630,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3620,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3610,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3550,No tiene,No tiene,(Programa=Mag Tecnol de Inform) o (Programa=Mag Ing Estruc y Geo) o (Programa=Mag Ing Industrial) o (Programa=Mag Adm de la Constr) o (Programa=Mag Ing de la Energ) o (Programa=Mag Proc Gest Info) o (Programa=Mag en Innovacion),No tiene
IEN3540,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3520,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3240,No tiene,No tiene, ((Programa = Mag Tecnol De Inform) o (Programa = Mag Ing Estruc Y Geo) o (Programa = Mag Ing Industrial) o (Programa = Mag Adm De La Constr) o (Programa = Mag Ing De La Energ) o (Programa = Mag Proc Gest Info) o (Programa = Mag en Innovacion)),(IEN3320)
IEN3210,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3220,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3120,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3510,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEN3110,No tiene,No tiene, ((Carrera = Mag Tecnol de Inform) o (Carrera = Mag Ing Estruc y Geo) o (Carrera = Mag Ing Industrial) o (Carrera = Mag Adm de la Constr) o (Carrera = Mag Ing de la Energi)),No tiene
IEG4970,No tiene,No tiene,No tiene,No tiene
IEN3140,No tiene,No tiene, ((Programa = Mag Tecnol De Inform) o (Programa = Mag Ing Estruc Y Geo) o (Programa = Mag Ing Industrial) o (Programa = Mag Adm De La Constr) o (Programa = Mag Ing De La Energ) o (Programa = Mag Proc Gest Info) o (Programa = Mag en Innovacion)),(IEN3130)
IEG4010,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3660,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3700,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3620,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3710,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG4020,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3510,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3520,IEG3300,o,(Programa=Mag Ing Estruc y Geo),No tiene
IEG3500,IEG3300,o,(Programa=Mag Ing Estruc y Geo),No tiene
IEG3300,IEG3100,o,(Programa=Mag Ing Estruc y Geo),No tiene
IEG3280,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3110,IEG3100 y IEG3700(c),o,(Programa=Mag Ing Estruc y Geo),No tiene
IEE3936,IEE2612 o IEE2613,No tiene,No tiene,(IEE2936 o IEE3935)
IEG3220,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEG3200,No tiene,No tiene, ((Programa = Mag Ing Estruc Y Geo) o (Programa = Mag Ing Industrial)),No tiene
IEE3864,FIS1532 o FIS1533 o FIZ0221 o IEE1533,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria),(IEE2864)
IEG3100,No tiene,No tiene, (Programa = Mag Ing Estruc Y Geo),No tiene
IEE3764,IEE2714 o IEE2103,No tiene,No tiene,(IEE2764 o IEE3762 o IEE3763)
IEE3724,IEE2714 o IEE3713 o IEE3714 o IIC2714 o IIC3713 o IIC3714,No tiene,No tiene,(IEE2724 o IIC3724)
IEE3674,No tiene,No tiene,(Creditos >= 350) o (Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),(IEE2674 o IEE3673)
IEE3433,IEE2413,o,(Programa=Mag en Cs Ingenieria) o (Programa=Doct Cs Ingenieria) o (Programa=Mag Ingenieria),(IEE2433)
